comment,sentiment
"Depuis le temps que je rêvais de venir goûter aux fameux fallafels de ""L'As du Fallafel""... de la rue des Rosiers !!! A chaque fois la file d'attente interminable me rebutait et ce jour là (début du service) j'ai pu entrer sans trop attendre dans...Plus",Negative
Horrible. Je ne sais pas ce qui a été le plus déplaisant. Que ce soit la commande prise (par le chef) 1 heure après notre arrivée le total manque de considération des interdits alimentaires lors de la commande (ma sœur allergique à la coriandre est...Plus,Negative
Surprise que ce restaurant soit aussi bien classé sur TripAdvisor. Les plats sont banales et manquent de saveurs l’accueil est très limite avec un service nonchalant et des patrons imbus de leur réussite. La Deco est simplette et les places au sous sol sont vraiment...Plus,Negative
Les burgers sont bons copieux. Les menus sont très abordables (~8€) le service est très efficace. L'ambiance est plutôt sympathique même si la clientèle est majoritairement composée de touristes. À conseiller pour faire un repas entre amis !,Positive
Excellent dîner Saveurs recherchées et agréables Accueil chaleureux Salle sympathique Bon rapport qualité prix Et surtout un super chef passionné et attentif. Bravo ! À conseiller,Positive
Un très bon accueil du petit coup de fil de confirmation au sourire du voiturier. Ambiance chaleureuse avec une table ronde dressée pour 7. Notre fils qui fêtait ses 26 ans a adoré en prenant carrément tous les plats signature du chef: coquillettes truffe blanche...Plus,Positive
Très joli cadre mais avons été déçu par la qualité des produits et le service. toutes les deux avons été déçues par la qualité des produits des plats que nous avons choisi. La cerise sur le gâteau a été l'addition plus 30 euros sur la...Plus,Negative
Très bon couscous super accueil .servi à 23 h Très bon rapport qualité prix très commerçant À essayer sur Paris en spécialité orientale,Positive
Une cuisine merveilleuse et un personnel très attentionné Merci pour le message privé sur l'assiette .,Positive
nous avons passé une très bonne soirée. Service attentif cuisine inventive et pleine de surprises saveurs originales jolies présentations couleurs textures tout concourait à notre plaisir. La salle était pleine un mardi d'une semaine de vacances certains convives étaient des habitués. Tous les âges surtout...Plus,Positive
Superbe accueil. Crêpes délicieuses bien garnies. Panini extra. Simplement top. Je recommande fortement cet établissement.,Positive
"Je preferais son ancien restaurant ""restaurant d'Eric Frechon"" mais il n'exsite plus...",Positive
Déjeuner improvisé. La salle couverte de bois est remplie a 50%. Le service est très présent. Trop ? Je n'étais plus habitué à un service aussi classique. Question plats ils sont bien réalisés (mais n'est ce pas le minimum auquel s'attendre dans ce genre d'établissement)...Plus,Positive
Très decu pour tout vous dire etant en courte periode sur Paris et aux vues des genereux commentaires je me faisais une joie de vouloir y manger avec ma fiancée.. Je me suis rendu au restaurant vers 17h40 pour reserver 10 jours a l'avance suite...Plus,Negative
"Déco minimaliste dans son objet. Vue sur la cuisine. Service efficace mais un peu ""cool"". Salle bruyante et tables les unes sur les autres. Mais une cuisine de rêve avec des produits de premier ordre une cuisson juste (moi j'aime) et des préparations intelligentes fines...Plus",Positive
J’ai déjeuné hier dans ce restaurant pour la première fois : une découverte ! Une entrée absolument fabuleuse : la mer était dans notre bol et allait à nos papilles. Ensuite une veau très honorable mais quand même moins extraordinaire que l’entrée. Le déssert comme...Plus,Positive
Que dire de plus de ce lieu absolument et résolument l une des meilleures tables parisiennes ou je mets une note de 8/10. Araignée en entrée.. Juste divine... Le tartare vegetal une pure merveille également. Bar de ligne dans lait de brebis avec caviar.. Une...Plus,Positive
C'était la première fois que non allions chez Michel Rostang. Déjà on nous a servi 2 coupes de champagne éventé (une fin de bouteille) et il a fallu réclamer 2 nouvelles coupes. Quant on a voulu changer l'un des plats du menu gastronomique le maitre...Plus,Negative
Nous y avons déjeuné à trois un midi. Le cadre et l'accueil étaient sympathique la nourriture était originale ( pour nous...c'était la première fois que nous mangions erithréen) mais nous avons tous été malade...coïncidence??,Negative
On ne sait pas quoi choisir sur cette carte sans intérêt . Le service est très lent peu professionnel. Seul point positif la jolie présentation dans les assiettes. Prix beaucoup trop élevés. Habitués aux restaurants étoilés le 114 Faubourg reste pour nous une anomalie.Plus,Negative
Mon compagnon et moi sommes voisins du restaurant et y allons régulièrement. C’est une valeur sûre  de bons produits bien travaillés nouvelles saveurs .... sauf ce soir : risotto raté cabillaud insipide avec l’accompagnement non cuit  les chanterelles annoncées sur la carte n’étaient...Plus,Negative
Les galettes et crepes sucrees sont vraiment tres bonnes et pas cheres. Le jus de pomme bio est excelent aussi. le seul point negatif est le prix des hors d'oeuvre comme la mini salade a 2 euros ou la café a 4.5 euros alors que...Plus,Positive
Merveilleux moment dans un cadre unique de ce bel hôtel particulier où l'on est reçu comme un ami (mais sans familiarité) dans une ambiance de club anglais avec ses beaux salons. Et repas excellent avec de bons produits bien traités avec respect inventivité et une...Plus,Positive
Habitué des lieux depuis désormais plus de deux ans ce petit restaurant qui ne paie pas de mine dans une rue étroite est une pépite. Peu connu à l'époque il est devenu réputé uniquement par le bouche à oreille. J'ai pu constater la fréquentation augmenter...Plus,Positive
Cuisine quelconque cadre correcte. C'était très désagréable de se voir refuser toutes nos cartes bleues les unes après les autres 4 cb provenant de 3 comptes bancaires différents ! On était obligé de régler le repas en espèce.,Negative
Réservation facile via Michelin qui proposait un menu dégustation en 4 plats Accueil personnalisé Menu dégustation avec des offres correspondantes à tous les gouts Service digne de cet établissement  attentif discret efficace Belle présentation. Les portions sont idéales pour un déjeuner Présence de Mr...Plus,Positive
Je connaissais ce restaurant et c'est avec plaisir que j'y suis allée avec ma mère et mes 3 filles on s'est régalé. Nous avons pris des pains pita très garnis... j'ai vu les assiettes passées ça donne envie d'y retourner. Attention on est arrivé à...Plus,Positive
Ce restaurant est un des incontournables de la capitale pour manger des succulents falafels. On vous interpellera dans la rue pour votre commande. L’attente en vaut la peine à mon avis. Un lieu à découvrir ne serait-ce que pour l’atmosphère.,Positive
Ce fut un merveilleux moment une grande découverte dans un cadre extraordinaire. Tout a été excellent la salle les plats l'ambiance visuelle et sonore. Les plats déclinés de trois façons différentes sont des bouquets de saveurs qui font réaliser que la cuisine est un art...Plus,Positive
Ce fut une découverte de la cuisine et de l'hospitalité iraniennes. Des mets fins et savoureux et un restaurateur aimable et passionné. A essayer absolument!,Positive
Nous avons testé ce restaurant récemment suite aux nombreux avis élogieux laissés sur TA. Très clairement nous avons été déçus et je vais vous expliquer pourquoi. Le cadre est sympa mais le service est trop présent trop pressé de débarrasser les tables bien que sympathique....Plus,Negative
Situé dans une petite ruelle charmante près des halles de Paris ce restaurant nous était très plaisant. En effet nous avons reçu un très bon accueil et les mets étaient largement à la hauteur de nos espérances. Les cuissons les sauces et les accords étaient...Plus,Positive
Restaurant de burger qui mérite de s’arrêter tant par l'originalité des noms des plats (DSK - Cochonne Versatile etc...) la gentillesse des serveurs l'ambiance festive qui y règne mais surtout parce qu'on y mange bien pour un prix correct eu égard au quartier.,Positive
J'ai atterri là par hasard avec une amie alors qu'on avait un event à Bercy ensuite. Le service est nickel et agréable. Mais j'ai pas du avoir de chance parce que mon poulet croustillant n'était absolument pas bon on aurait dit du surgelé de supermarché...Plus,Negative
Accueil extrêmement chaleureux et cuisine délicieuse. nous avons passé un très bon moment dans un cadre très agréable,Positive
Un dîner à 4 à la carte saison de la truffe blanche... un vrai régal tout est parfait. Le service et le sommelier sympas et pas du tout pompeux. La vue des cuisine est intéressante ( où règne en maître le chef) et aussi un...Plus,Positive
Le service le diner à la hauteur des plus grands restaurants... une salle qui peut être un peu sonore en fonction des hôtes du jour...Plus,Positive
"Je n'ai fait ""que"" une vingtaine d'étoilés dans ma vie mais pour l'instant c'est selon moi le meilleur . Certes c'est une cuisine un peu compliquée  dans un cadre qui pourrait être mieux et à un prix qui fait mal mais ... C'est mon...Plus",Positive
Super adresse pour un goûter dans une atmosphère super sympa!! J'y ai été avec des amies sur recommandation c'était délicieux l'équipe est très sympa et rapide - ils sont efficaces car c'était plein..ils ont du succès!! Et ils ont du bon café aussi..c'est rare à...Plus,Positive
Après avoir réservé 4 couverts pour un anniversaire ce mardi 16 avril à 20h en avoir eu la confirmation en téléphonant et avoir réconfirme le matin même je reçois un mail à 19h qui m'a informé qu'on nous attend à 22h00. Je les appelle et...Plus,Negative
Mon petit ami et moi-même avons visité Hank Burger pendant que nous étions à Paris et nous avons adoré cet endroit ! Les prix sont très raisonnables en particulier le forfait repas qui vous avez un énorme steak un jardin et un verre pour 12...Plus,Positive
"J'ai réservé par tel mais l'accueil est mina le peu aimable ""genre je me la pete vous êtes en ligne avec le plus grand restaurant du monde"" j'ai réservé quand même... on verra la suite...",Negative
Je suis venue avec 2 amis et c’était super! L’accueil chaleureux avec de très bonnes galettes et en plus une belle terrasse! Merci.,Positive
Restaurant familial où on se sent à l'aise et les proprio sont super sympas. Une carte originale et recherchée avec des produits ultra frais !,Positive
J'y avais séjourné l'original Ze cuisine galerie il y a quelques années et nous y avons passé classées dans cet hôtel m'en tant que l'un des meilleurs repas que j'aie jamais eu. J'ai été content d'avoir à ce que j'avais lu aujourd'hui il y a...Plus,Positive
L'acceuil est sympa. Il y a un large choix de bières et pas seulement de bières Belges (les bonnes bières^^) On y trouve pas mal de bières artisanales française bien qu'il pourrait y en avoir un peu plus -) Je n'ai pas essayé d'y manger...Plus,Positive
Cadre bleuté contemporain avec une configuration de salle permettant d'avoir des tables bien espacées. Une cuisine gastronomique pleine de bonne surprise servie par un service efficace et agréable. Ne pas hésiter à prendre le menu carte blanche. Un bon rapport qualité/quantité/prix.,Positive
Située dans les murs du restaurant historique de Guy Savoie désormais à la monnaie de Paris la Scène Thélème est un restaurant à découvrir sans faute. L'expérience au goût du jour peut associer pour ceux qui le souhaitent un spectacle de theâtre (de poche) suivi...Plus,Positive
Service au top copieux très bon et les prix sont vraiment très abordables (8 ou 9€ la formule étudiant burger-boisson-frites-dessert !). Je recommande vivement !!,Positive
Cadre prestigieux mais nourriture très moyenne ... Même le tartare n'est pas à la hauteur d'une brasserie de ce prix .. Un bonus pour les frites !! Des touristes qui se prennent en photo ! Peu d'intérêt et trop cher ! Dommage ! Grosse déception,Negative
Tout est parfait : de la salle magnifiquement décorée à la gentillesse et au grand professionnalisme de l'équipe en salle de la cuisine recherchée mais toujours délicieuse aux vins conseillés par un sommelier expert mais aussi plein d'humour... que dire de plus sinon que c'est...Plus,Positive
Arrivés à plus de 20 personnes organisation des services entrées et plats à partager délicieux. Très bonne adresse également pour l'ambiance et l'accueil chaleureux !,Positive
Nous venons régulièrement dans cette brasserie car le cadre est magnifique et sommes voisins. Nous sommes à chaque fois déçu mais nous espérons que ce sera mieux que la dernière fois. La cuisine n’est pas extraordinaire mais pas mauvaise mais le service est pitoyable! Nous...Plus,Negative
faut que j'y retourne pour essayer d'autres plats: c'est trop bon et tres original!!,Positive
J ai été déçu par la qualité de l assaisonnement des différents plats notamment le butter chicken le service est correct mais la nourriture ne suit pas,Negative
Nous avons fait deux tentatives d’aller diner au Restaurant L’Abeille et les deux fois nous sommes restés plusieurs jours en liste d’attente sans aucune nouvelle de l’évolution de la part de « Chloé » la personne dont nous connaissons bien le prénom à force de...Plus,Negative
Des prix raisonnables pour des pizzas aux garnitures généreuses avec de vraies saveurs ! Même le tiramisu vaut la peine dans ces mignons petits bocaux. En plus le la décoration est spartiate ce qui donne un certain charme au lieu.,Positive
Cette brasserie n'est plus que l'ombre d'elle-même.La cuisine y est le plus souvent banale parfois médiocre. Le service est tout bonnement exécrable à la limite de l'incorrection envers le client. Seul le décor exceptionnel sauve le tout du naufrage. Etablissement à éviter tant que des...Plus,Negative
Nous étions un groupe de quatre pour dinner. En dehors de la décoration et ambiance assez froide (pas de musique un restaurant sans personnalité) nous avons tous pris une entrée plat et dessert. Nous étions tous très déçus. Les plats étaient fades pas assez assaisonnés....Plus,Negative
Un moment convivial entre amis pour une soirée d’anniversaire ! L’hôte nous a reçu avec beaucoup d’amour en nous expliquant l’histoire de ses plats et des traditions Iraniennes. On se sentait comme à la maison et nous nous sommes régalés avec les différentes entrées et...Plus,Positive
Meilleur adresse de ramen de paris tout est parfait malgré l’attente un peu longue un vrai régal !!!,Positive
Ayant lu de bonnes critiques et amateur de burgers j'ai décidé d'essayer l'endroit. Cadre agréable et propre personnel dévoué disponible aimable toilettes propres légère odeur de friture dans la salle principale somme toute supportable quand même enfin le barème des prix plutôt compétitif. En confiance...Plus,Negative
Me basant sur les avis dithyrambiques j'ai décidé de découvrir le lieu pour l'anniversaire de ma femme accompagné de nos 2 filles (10 et 4 ans). Bon Accueil bonne nourriture du niveau d'une bonne brasserie... Mais qui ne vaut certainement pas l'addition très très salée...Plus,Negative
si vous souhaitez vivre une expérience unique de la gastronomie française allez déjeuner ou dîner au restaurant Epicure de l'hôtel Bristol. Au déjeuner nous avons pris le menu du jour: parfait  équilibré: entrée principale avec langoustines et ris de veaucoquilles saint jacques caille exceptionnelle...Plus,Positive
Venues entre amies pour le brunch nous avons passé un excellent moment. Le jus d’orange frais la boisson chaude le plat chaud et le petit dessert au choix font un très bon brunch à renouveller.,Positive
sur votre site c est la meilleure pizza au monde.et pourtant j adore les pizza et celle ci est vraiment médiocre.bonne pâte mais ingrédient très basic.l endroit est moche en plus.très bon marche puisqu elle est a 10€ avec boisson le midi mais on en...Plus,Negative
Je n’ai pas pris la formule j’ai goûté le double Burger et la qualité est au RDV. mais à ce prix là peut-on accepter de manger avec ses doigts. L’endroit est trop petit et exigu il fait trop chaud. La formule peut être intéressante à...Plus,Negative
De passage sur Paris je viens de passer tout simplement un moment divin... jusqu'au magret double cuisson.... excellent même pour un gars qui habite a 15km se Samatan pays du canard ... j invite le patron quand il veux dans le sud ouest pour lui...Plus,Positive
Après nous avoir imposé une réservation à 19h30... nous étions les 1er dans cet endroit assez froid visiblement les autres clients arrivés par la suite ne tiennent pas compte du tout de la demande d'arriver à 19h30. Ensuite accueil assez froid comme le temps prise...Plus,Negative
Après un dîner en septembre dernier qui nous avait favorablement impressionnés retour dans ce merveilleux endroit du Bois de Boulogne pour un déjeuner. Un cadre toujours aussi enchanteur magnifique écrin de verdure qui sert de décor à une cuisine d’exception! Repas à la carte :...Plus,Positive
"1er expérience de burger végétarien juste loupée!! Nous sommes arrivées à 21h50 et nous avons reçu une fin de non recevoir à peine polie "" on ferme à 22h"" ... cherchez l erreur ... Apres un grande insistance du bout des lèvres on nous a...Plus",Negative
Nous avons choisi cet endroit pour mon dîner d'anniversaire que nous sommes dans le Marais. Entièrement d'accord avec le commentaire du Cornish personne - nourriture fabuleuse bien que préparez-vous à être un peu à l'étroit. Vin maison vraiment excellent aussi. J'ai apprécié le fait que...Plus,Positive
Un traiteur convivial et absolument délicieux... Copieux et à un prix plus que correct ! Je crois avoir mangé les meilleurs épinards de ma vie chez Bolly Nan ) A tester sans aucune hésitation !,Positive
Attiré par la foule faisant la queue autour de ce glacier oriental et conforté par les nombreux avis positifs nous nous sommes laissé tenter par ce glacier. Compter 710€ pour une glace de taille moyenne (3 boules pas bien grande chacune enrobées de pistache) avec...Plus,Negative
Ayant été très fidèle à Pate a Nouille (environ 3 fois par semaine) depuis un bon mois mon collègue et moi avions pris des plats à emporter pour y découvrir... des verres vivants. Dégoûtant ! Plus jamais.Plus,Negative
Nous nous sommes fait livrer avec Deliveroo lors d'une promo (1 burger acheté = 1 burger offert). Nous avons donc payé beaucoup moins cher. Heureusement ! Nous hésitions entre Blend (que nous connaissons bien) et ce burger. Burger sans trop d'intérêt limite fast food. Les...Plus,Negative
On se moque clairement du monde. Ce monsieur est un prétentieux incompétent voilà tout et peu importe son passé on sen contrefou. Diner pour mes 40 ans ce jour le 27 juin invite par mon épouse qui réserve sans me le dire 2 mois a...Plus,Negative
Désirant prendre une boisson chaude et une pâtisserie en milieu d'après midi ce week end pluvieux nous nous sommes dirigés vers cet établissement à la très belle décoration 1900. Accueil pas du tout à la hauteur les serveuses pas aimables blaguent entre elles se trompent...Plus,Negative
Très bon accueil. Tout le monde est au petit soin. Les stagiaires sont adorables. Cuisine de qualité. Très bon rapport qualité /prix des menus. A noter : 18 € la coupe de champagne un peu cher qd même. Terrasse très agréable avec vue sur la...Plus,Positive
De passage à Paris Jeudi 5 avril pour un dîner en amoureux. Pierre gagnaire. À la carte. Une explosion de saveurs en bouche. Personnel adorable très professionnel et à l’écoute. Tout était parfait.,Positive
Endroit plaisant face au square René Le Gall. Un accueil exemplaire une carte hétéroclite des assiettes copieuses le tout pour un prix très raisonnable. A faire !,Positive
Que dire sur ce restaurant? Parfait sur tous les points... Parfait sur la cuisine parfait sur le service parfait sur le cadre parfait pour tout excepté un point : il est trop loin de Nancy! :),Positive
Bonjour J'ai eu l'occasion de dîner hier soir avec mon mari dans ce restaurant qui se dit de fusion franco-brésilienne. La salle es petite mais agréable et les serveurs sont aimables. Cependant à savoir que dans la cuisine se trouve celui qui commande le personnel...Plus,Negative
Excellente cuisine dans ce restaurant deux étoiles au guide Michelin. Les plats sont savoureux la présentation très jolie et le service agréable. Le sommelier est de très bon conseil et en plus très généreux dans son service A faire absolument car le service au déjeuner...Plus,Positive
Je me faisait une joie d'aller dans cet endroit je n'y retournerai pas. Cuisine totalement incipide digne d'une mauvaise cafétéria. Je pense que rien n'est fait maison. Le pauvre serveur (sympathique) a fait ce qu'il pouvait mais il faut juste un chef cuisinier et un...Plus,Negative
Bof Pizza calzone avec du jambon tiède superposé et pas très frais... Bref pas la meilleure pizza de Paris loin de là,Negative
Un autre exemple de pieges a touristes comme l Atelier de Robuchon situe dans le decor froid et sans ame du nouveau Mandarin Oriental complet midi et soir je presume l acceuil est agreable le decor se veut tres 2001 odyssee de l espace le...Plus,Negative
Très bonne soirée. La carte est courte mais il y a la possibilité de changer certains ingrédients si vous n’aimez pas. Accueil et service attentionnés. Belle carte de vins à des prix abordables. Cadre épuréz,Positive
Accord mets vins toujours justesprésentation raffinéedesserts excellents.service professionnel et efficace.maitre d'hotel au top.rapport qualité prix raisonnable.voiturier inneficace. Restaurant à conseiller.asperges et ris de veaux sublimespigeon un peu décevantmacaron exceptionnel.Nous avons passés une fête des mères inoubliable.,Positive
Je me régale à chaque fois que je vais chez Alain Miam Miam les crêpes sont top le cornet végétarien est une tuerie les sandwichs sont à tomber (les préférer toastés)! La qualité des aliments est toujours au rendez-vous Ne pas s’attendre à grignoter il...Plus,Positive
Rapide copieux et excellent ! Que ce soit les soupes les nouilles sautées ou les nouilles froides je recommande ! Un excellent rapport qualité /prix! :),Positive
Quelle déception!!! Tout est approximatif de la cuisine au service. je suis sévère dans mon jugement car avec un menu à 80 euros par personne on est en droit d'attendre à un minimum. Le chef est en permanence en salle il se comporte comme un...Plus,Negative
Une 2emme visite s imposait après une première fois réussie et bien pas déçu tjs exceptionnel très bon accueil un déjeuner plein de saveurs et surprenants bref il faut y aller les yeux fermés et un rapport qualité prix intéressant c était parfait a la...Plus,Positive
Les handicapés passez votre chemin ! Et on vous vire avec beaucoup de classe... Vous votre chien-guide votre canne et votre famille... À fuir de toute urgence !,Negative
"C'est la deuxième fois que nous y sommes allés et nous étions à nouveau ravis. Les ""zors d'oeuvres"" sont exceptionnels c'est toujours une vraie joie de les découvrir sans savoir à l'avance ce qui sera servi. Tout est bon ! Les plat principaux sont également...Plus",Positive
Nous nous sommes rendus au cinq à l'occasion de notre anniversaire de mariage et notre choix fut le bon! Le cadre somptueux les dorures la décoration florale tout est là pour vivre un moment magique! Nous avons choisi le menu ballade gourmande du déjeuner et...Plus,Positive
La nourriture était délicieuse et très abordable. Le personnel est très sympa. Ce qui a-t-on besoin après une excursion Paris ?,Positive
Une bonne adresse allez-y entre amis sans hésitation et des barman de qualité et réactif merci Adam.,Positive
Manger avec les mains un plat érythréen ? Alors venez tester : vous ne regretterez pas ! Prix abordable. Service sympathique. J'aurais souhaité pouvoir mettre le rosé dans un seau avec glaçons ...,Positive
Nous avons été dans ce restaurant confortable avec toute la famille. La nourriture était vraiment bon goût et parfaitement préparé. Le service est impeccable. Une très belle expérience alimentaire française.,Positive
Se veut inventif mais se perd dans les saveurs amuse bouche autour de la courge très mauvaises. Entrée un peu fade. Poisson bon et original. Dessert excellent ! Mauvais rapport qualité prix à ce prix là préfèrez un étoilé ( Restaurant H par exemple).,Negative
Nous sommes allés 5 fois au Cobéa y avons invité des parents l'avons conseillé à nos connaissances et les avis sont unanimes. C'est excellent de l'amuse bouche aux desserts. Un vrai bonheur gustatif. Quant au vin nous faisons à chaque fois confiance au sommelier pour...Plus,Positive
Très curieuse des prix remportés par Le pizzaiolo nous avons testé. Ce lieu fait parti maintenant de nos adresses fétiches. Un rapport qualité-prix exceptionnel entre 9 et 12€ les boissons sont offertes. Produits sains et frais et en plus très bien accueilli. Courez à cette...Plus,Positive
Tres déçu par ce restaurant dans lequel nous voulions aller dîner depuis longtemps Réservation facile et salle pas pleine... un premier signe d’alerte pour un vendredi soir Repas assez frugal en dépit des 8 plats avec une cuisine certes créative mais pas du tout gourmande...Plus,Negative
Bonne table bon service rien à dire sur les plats qui sont très bons. Par contre l'accueil du patron est médiocre. Ce monsieur se permet des réflexions devant les clients mais comme il nous l'a dit quand on lui a fait remarquer que c'était très...Plus,Negative
Situé près de l'étoile je retrouve cet établissement dans lequel je n'étais plus allé depuis 8 ans. Ce qui m'a frappé à nouveau c'est deux choses : - une cuisine pleine de saveur et d'innovation - une équipe très attentionnée qui confirme l'envie de rendre...Plus,Positive
Nous sommes allés dîner pour la seconde fois chez Senderens. Accueil parfait même à 22 heures ils ont accepté de nous servir. Les plats sont excellents et raffinés et le service est parfait les serveurs sont délicats et très sympathiques. Un seul bémol leur fameux...Plus,Positive
Un très bon moment avec des plats de qualité et copieux. Un bon accueil et un excellent service. Le tout offre donc un très rapport qualité:prix.,Positive
Tout est réuni pour passer un moment sympa : un cadre agréable et une carte qui donne envie. Pourtant tout ne se passera pas comme imaginé. Un menu à 38 euros avec foie gras et pigeonneau jusque là sur le papier tout va bien même...Plus,Negative
Le personnel était très sympathique mais nos hamburgers étaient tout simplement pas bon. Les frites étaient froides de même que mon amie Burger. Nous étions contents à l'idée de venir dans cet hôtel mais il s'est avéré que c'était décevant.,Negative
Pizza à emporter très bonne Prix très abordable (d'autant plus pour Paris) avec boisson comprise Le chef est toujours très agréable Produits de qualité Pizza au Nutella : un vrai régal 😊,Positive
Restaurant très accueillants le personnel est au petit soins avec les clients je reviendrais bientôt,Positive
Simplement et efficace.... nous souhaitions le tenter depuis un moment mais pas eu l'occasion avant. Une petite devanture quelques tables sur le trottoir un peu exiguë un tout petit restaurant d'à peine dix places. Très bon accueil on est directement dans l'ambiance. Musique légèrement forte......Plus,Negative
Véritable institution dans la famille nous allons y manger à chaque fois que nous passons dans le quartier et nous sommes toujours ravis de l’accueil et de la qualité de la nourriture. Les prix sont raisonnables et la qualité est au rdv. N’hésitez pas !,Positive
"Cuisine excellente où le goût et l'odorat sont complétés par des sensations ""physiques"" en bouche qui sont inhérentes à la grande cuisine. Tous les plats goutés étaient remarquables  les goûts arrivent les uns après les autres en bouche  tout est raffiné. Chaque plat...Plus",Positive
Après qu’un restaurant nous est annulé notre table pour 10 personnes sans nous prévenir ... nous avons recherché une alternative afin de fêter un anniversaire. C’est en recherchant sur TripAdvisor que ce restaurant nous a été proposé car à 800m d’où nous étions ... après...Plus,Positive
Je me suis rendue à ce glacier après une soirée passée dans l'un des bars du quartier. D'origine italienne et déjà connaisseur de glaces de mon village je peux dire que ce glacier n'est vraiment pas à la hauteur. Quand on voit parfum cookie ou...Plus,Negative
Très bonne maîtrise en cuisine. Original gouteux. Bien trop cher cependant. Et ... vin facturé 10 euros de plus qu a la carte d ou apero offert. Ambiance parisienne bobo. nous ne recommandons pas.,Negative
invités à un dîner d'affaires dans un salon privé au rez-de-chaussée je m'attendais à l'excellence. Malheureusement nous avons eu un service moyen chambre très bruyante située près d'un couloir avec nombreux en passant par les serveurs. La nourriture n'était pas aussi bien que prévu. Plats...Plus,Negative
Visite incontournable juste whaou.. Allez y sans hésiter !!!! Un des meilleurs restaurants de cette ville je le conseil à tout mes amis !!!!,Positive
Cadre passe partout et cuisine trop peu recherchée pour mériter une étoile. Portion plus que congrue (ça irait si au moins c'était mémorable) mais surtout il n'y a aucune création dans les plats. Le veau soit disant rôti sur son lit de châtaignes est juste...Plus,Negative
Les deux... Nous arrivons à 4 la salle est en sous sol hyper exiguë. On nous fait attendre plus de 20 min debout. Sans un mot un petit verre ou une petite dégustation pour nous faire patienter. Autant dire que niveau accueil on est bien...Plus,Negative
Diner menu à 109€ Bon rapport qualité prix sauf un supplémnt de 29€ pour un filet de st pierre sans saveur aux girolles Attente beaucoup trop longue  plus de trois quart d’heure pour avoir le plat principal Attitude curieuse de la direction qui polémique...Plus,Negative
Cadre prestigieux mais nourriture très moyenne ... Même le tartare n'est pas à la hauteur d'une brasserie de ce prix .. Un bonus pour les frites !! Des touristes qui se prennent en photo ! Peu d'intérêt et trop cher ! Dommage ! Grosse déception,Negative
Chaque année nous nous offrons 2 restaurants 3 étoiles pour nos anniversaires. Le Pré Catelan était le seul que nous n'ayons pas fait dans cette catégorie à Paris. Nous avons aimé le lieu le cadre la salle le professionnalisme et la rapidité du service le...Plus,Negative
"Suite au reportage diffusé dans l'émission ""très très bon"" nous avions envie de tester ce fish ans chips à la française. Nous n'avons pas été déçus ! Très bon accueil fish and chips pas très gras et avec du poisson frais qui fond dans la...Plus",Positive
Nouveau concept « Gastro festif » un juste accord entre tradition et modernité. Un service efficace et jeune des assiettes et de la vaisselle choisie avec goût le cadre est raffiné et épuré tout ce que j’aime. Côté cuisine c est un plaisir de retrouver ce duo...Plus,Positive
Je le conseille à tous mes amis c'est vraiment agréable comme endroit j'y retournerai en couple ou avec des amis.,Positive
Excellente et rare adresse dans un quartier où il est difficile de trouver un bon restaurant. Accueil chaleureux et attentif à nos désirs. Cuisine créative et bon choix des produits. Excellent rapport qualité-prix.,Positive
We had the 6 course diner with truffe noire and wine selection. Excellent foodsurprising wines and friendly service all we needed for a great evening,Positive
"Le repas est excellent de bout en bout. Aucune fausse note de ce côté là même si les portions sont ""gastronomiques"" (c'est à dire petites). La salle est belle mais très bruyante et les tables pour 2 personnes sont quasiment collées les unes aux autres....Plus",Positive
Nous avons testé hier le Roomies en famille et avons tous adoré les hamburgers et la formule proposée. Le choix est limité mais largement suffisant la qualité de la viande et des ingrédients excellente. Un petit bémol sur les frites peu croustillantes à mon goût...Plus,Positive
Accueil adorable et meilleur burger de Paris. Je recommande !!! Pas déçu des recommandations faites sur internet pour ce lieu exceptionnel! Les lillois.,Positive
"Si vous souhaitez déjeuner ou dîner au japon sans quitter le XVème arrondissement allez faire un tour au ""Concert de Cuisine""...",Positive
Tout le monde en parle... Néanmoins c'est un rapport qualité/prix plus que médiocre. On retrouve des fautes de cuisine mauvaise présentation trop gras quantités minimes sauces trop fortes masquant tout le goût du plat! Enfin trés déçu et je ne le recommanderai pas. L'acceuil est...Plus,Negative
L'accueil très chaleureux.. Les plats sont très délicieux.. On a prix un djouje ( la brochette de poulet) et un koubide ( brochette de viande hachée) je peux vraiment dire qu'on avait l'impression qu'on le mangeait en Iran... Très bonne qualité Et surtout bon rapport...Plus,Positive
Ayant réservé 2 jours avant notre venue nous avons eu le plaisir de nous retrouver dans un restaurant digne de ce nom. L'accueil est parfait le cadre superbe pour qui aime les fleurs. Le personnel est très professionnel ni trop présent mais juste au bon...Plus,Positive
Je suis voisine du restaurant j'y passe devant tous les jours..et j'ai été très impressionnée par la qualité et la générosité des plats. Le patron très agréable et la serveuse très sympathique. Nous y reviendrons sans aucun doute.,Positive
De retour en France après deux ans a l'étranger mon dîner chez Kei a été un regal pour les papilles et pour les yeux.Des découvertes gustatives. Un accueil formidable un service impeccable sans etre trop guindé. De l'amuse bouche au dessert rien a redire tout...Plus,Positive
Nous étions parmi les seuls français ce jour à déjeuner et ce que nous avons pris dans le menu Colbert était plus que décevant : soupe à base de langoustine hyper salée raie sans beurre noir crème vanille (avec les oeufs en neige) hyper light...Plus,Negative
